Id,SalePrice
1631,226973.66
1632,263417.38
1633,180293.42
1634,185481.75
1635,178630.19
1636,162697.33
1637,169219.34
1638,187915.6
1639,173238.31
1640,255605.44
1641,173997.16
1642,232658.9
1643,211028.88
1644,217979
1645,184736.45
1646,158653.47
1647,147826.39
1648,138344.47
1649,142025.27
1650,111384.66
1651,124689.6
1652,90748.83
1653,99343.555
1654,149975.38
1655,150336.53
1656,153404.2
1657,150110.3
1658,149956.47
1659,149620.47
1660,152188.55
1661,525885.25
1662,461619.2
1663,367179.72
1664,432167.22
1665,298733.8
1666,335995.72
1667,331035.22
1668,329737.22
1669,296074.72
1670,320636.06
1671,267412.53
1672,484768.97
1673,298924.94
1674,250850.02
1675,186493.64
1676,193934.14
1677,219488.42
1678,488873.03
1679,411895.94
1680,337552.22
1681,266875.25
1682,292262.44
1683,187203.67
1684,167805.56
1685,178238.98
1686,175467.75
1687,173041
1688,185190.48
1689,189942.64
1690,185508.53
1691,177295.75
1692,258838.23
1693,175704.4
1694,185064.86
1695,171274.58
1696,268079.4
1697,178006.19
1698,423045.8
1699,383354.84
1700,248333.39
1701,252409.56
1702,267383.94
1703,255697.88
1704,312478.66
1705,232705.88
1706,473785.2
1707,230544.34
1708,213767.19
1709,284652.2
1710,204475.64
1711,243432.34
1712,228044.55
1713,251876.3
1714,222099.66
1715,206013.61
1716,165457.08
1717,155848.95
1718,139142.1
1719,181937.03
1720,238471.19
1721,153166.8
1722,122608.77
1723,160926.8
1724,216058.6
1725,235297.11
1726,202146.89
1727,168072.36
1728,172538.73
1729,168779.2
1730,162256.75
1731,133105.89
1732,127079.266
1733,121092.84
1734,124785.72
1735,137130.72
1736,117657.9
1737,360109.66
1738,221881.25
1739,280656.22
1740,219648.73
1741,176405.02
1742,176474.28
1743,172079.4
1744,288529.47
1745,228529.33
1746,253569.88
1747,201399.98
1748,237368.4
1749,156819.05
1750,143555.56
1751,238715.34
1752,123889.4
1753,138882.34
1754,215042.33
1755,170591.92
1756,130509.08
1757,118718.43
1758,147829.03
1759,167254.88
1760,165678.73
1761,141703.83
1762,170264.17
1763,165275.67
1764,120082.695
1765,169113.08
1766,158429.77
1767,199303.92
1768,139553.56
1769,168923.58
1770,146778.84
1771,145244.92
1772,140249.25
1773,125675.24
1774,125164.3
1775,138349.39
1776,120539.25
1777,125829.734
1778,135458.19
1779,122104.03
1780,175925.38
1781,140860.73
1782,94135.43
1783,124200.51
1784,103313.1
1785,116332.07
1786,166097.97
1787,171449.94
1788,41100.844
1789,91829.945
1790,89140.77
1791,163433.14
1792,170804.56
1793,124684.38
1794,146084.52
1795,140572.72
1796,120030.9
1797,127642.75
1798,127972.17
1799,112734.414
1800,132271.03
1801,137685.45
1802,162389.31
1803,153249.88
1804,143411.39
1805,136270.28
1806,118247.19
1807,141765.39
1808,131881.55
1809,123657.28
1810,149299.78
1811,112164.63
1812,114047.445
1813,120008.26
1814,96542.27
1815,59630.71
1816,99459.58
1817,135536.5
1818,115165.53
1819,125166.82
1820,71088.73
1821,117651.74
1822,188685.45
1823,56647.723
1824,132085.25
1825,143093.3
1826,98041.04
1827,109607.4
1828,140533.72
1829,106036.86
1830,149841.25
1831,161944.81
1832,105642.42
1833,149767.56
1834,97414.695
1835,110450.54
1836,124432.15
1837,93663.11
1838,141492.86
1839,79354.89
1840,176881.34
1841,156103.53
1842,79369.86
1843,127388.734
1844,133460.25
1845,129154.61
1846,155852.06
1847,155235.48
1848,65956.125
1849,132009.75
1850,124496.81
1851,156891.19
1852,137616.47
1853,121826.13
1854,154860.02
1855,144985.34
1856,240070.45
1857,158572.34
1858,145491.62
1859,119468.8
1860,149880.88
1861,119468.8
1862,257137.48
1863,255798.52
1864,255798.52
1865,318199.66
1866,319108.5
1867,239333.28
1868,297347.84
1869,205318.89
1870,247931.11
1871,227565.11
1872,165860.69
1873,227219.78
1874,146985.92
1875,199531.92
1876,193310.36
1877,211533.53
1878,213889.73
1879,139651.28
1880,138168.97
1881,241318.55
1882,250782.8
1883,199137.02
1884,215110.08
1885,260260.58
1886,305493.25
1887,204125
1888,274803.84
1889,165442.1
1890,146457.67
1891,147783.6
1892,102988.336
1893,129465.95
1894,127661.1
1895,155308.73
1896,129735.24
1897,119863.625
1898,98407
1899,142922.89
1900,151066.53
1901,184035.19
1902,122780.79
1903,238858.5
1904,153510.81
1905,178005.38
1906,178082.98
1907,238048.89
1908,128250.85
1909,146336.11
1910,121641.14
1911,236050.34
1912,257537.05
1913,149066.5
1914,82779.6
1915,323801.12
1916,71534.164
1917,259043.23
1918,144802.34
1919,164496.84
1920,145646.27
1921,439389.2
1922,304609.38
1923,219184.69
1924,213324.53
1925,208496.64
1926,392924.8
1927,133278.83
1928,167183.8
1929,129317.74
1930,139718.9
1931,138613.42
1932,124035.98
1933,184777.39
1934,178655.58
1935,176779.12
1936,186001.12
1937,183679.31
1938,183789.98
1939,250011.9
1940,197136.23
1941,180126.31
1942,195312.34
1943,198339.06
1944,308819.06
1945,391585.62
1946,177259.27
1947,329507.1
1948,160476.53
1949,249368.02
1950,189981.39
1951,258597.05
1952,220679.22
1953,161259.03
1954,194305.12
1955,131575.61
1956,245655.16
1957,163289.86
1958,313861
1959,136323.6
1960,121141.2
1961,123993.78
1962,94821.86
1963,102937.22
1964,117603.766
1965,157101.05
1966,150092.4
1967,287379.84
1968,486787.5
1969,416878.75
1970,512985.28
1971,472079.3
1972,372451.78
1973,249909.86
1974,316920.84
1975,436976.72
1976,267370.03
1977,362194.5
1978,404748.8
1979,362720.8
1980,194999.89
1981,359407.66
1982,244072.17
1983,212478.8
1984,171690.19
1985,204868.08
1986,217264.02
1987,166375.38
1988,176985.86
1989,195661.45
1990,218812.38
1991,243505.1
1992,222754.69
1993,162053.06
1994,241913.53
1995,179553.88
1996,246393.52
1997,275717.2
1998,296373.12
1999,245125.3
2000,309764.22
2001,270110.5
2002,242899.98
2003,237165.48
2004,265067.06
2005,239736.88
2006,241607.78
2007,247828.94
2008,199898.23
2009,200970
2010,182330.78
2011,143628.73
2012,168575.4
2013,185431.42
2014,188971.4
2015,192666.33
2016,198042.17
2017,196428.77
2018,126982.65
2019,131709.67
2020,115519.56
2021,105102.25
2022,198537.16
2023,138182
2024,237597.38
2025,399668.94
2026,173019.12
2027,147937.03
2028,148342.19
2029,181569.52
2030,279555.72
2031,243171.92
2032,284816.47
2033,273173.34
2034,163443.23
2035,219363.98
2036,181259.36
2037,196080.86
2038,326433.28
2039,219448.39
2040,415880.03
2041,292855.1
2042,199021.83
2043,169121.92
2044,178225.17
2045,219863.7
2046,136267.05
2047,149922.3
2048,142113.33
2049,126960.99
2050,184522.69
2051,114228.88
2052,144458.5
2053,141946.12
2054,101014.31
2055,157909.95
2056,128494.42
2057,125680.77
2058,230527.02
2059,112374.91
2060,167014.16
2061,172286.94
2062,133666.98
2063,110136.01
2064,136966.08
2065,139755.77
2066,158491.31
2067,122917.2
2068,133214.64
2069,99191.27
2070,119137.414
2071,84790.836
2072,127418.07
2073,131230.47
2074,185643.47
2075,150140.88
2076,121785.99
2077,157035.67
2078,136308.12
2079,135469.1
2080,122526.13
2081,116167.836
2082,142667.89
2083,146507.39
2084,113064.17
2085,126494.32
2086,123477.24
2087,115896.695
2088,101119.88
2089,82147.96
2090,129934.05
2091,124327.79
2092,136885.39
2093,139180.52
2094,116758.734
2095,144289.95
2096,80304.55
2097,94044.53
2098,154248.2
2099,50022.32
2100,103117.63
2101,141356.3
2102,137872.88
2103,107309.73
2104,140906.47
2105,133288.81
2106,63867.68
2107,247075.53
2108,124099.83
2109,114634.98
2110,129992.85
2111,149225.17
2112,145895.7
2113,128595.07
2114,94987.38
2115,150369.61
2116,117997.68
2117,173802.88
2118,121066.68
2119,100971.77
2120,106055.016
2121,91687.9
2122,86012.64
2123,87884.45
2124,165097.5
2125,141664.19
2126,163345.98
2127,167756.7
2128,132356.03
2129,97067.766
2130,144398.75
2131,177369.72
2132,107451.57
2133,107313.75
2134,120517.54
2135,94423.664
2136,77943.48
2137,118340.336
2138,136346.05
2139,154372.48
2140,146678.69
2141,140834.75
2142,125581.03
2143,140085.25
2144,88054.195
2145,127094.92
2146,125317.98
2147,135973.48
2148,121000.63
2149,147008.98
2150,233532.42
2151,116715.61
2152,185817.95
2153,159162.84
2154,111616.41
2155,145281.02
2156,250983.03
2157,248079.1
2158,225097.95
2159,205809.9
2160,166732.28
2161,241626
2162,384672.7
2163,348076.25
2164,252826.88
2165,174547.92
2166,156476.64
2167,196248.25
2168,204701.4
2169,190851.81
2170,227461.98
2171,128589.8
2172,129511.664
2173,169642.48
2174,231654.14
2175,320700.88
2176,362261.66
2177,261287.17
2178,200068.67
2179,145879.7
2180,206736.11
2181,187009.98
2182,224131.11
2183,189249.64
2184,133579.83
2185,106958.58
2186,137400.56
2187,153154.47
2188,165191.83
2189,203651.11
2190,82902.91
2191,96071.53
2192,97091.21
2193,98018.52
2194,119411.3
2195,108581.83
2196,111557.96
2197,111077.984
2198,155814.12
2199,143101.19
2200,145992.48
2201,150880.9
2202,234851.92
2203,169087.95
2204,186834.88
2205,116294.37
2206,150905.31
2207,204057.94
2208,257995.6
2209,225266.86
2210,138539.58
2211,117650.805
2212,117648.09
2213,105209.01
2214,144003.05
2215,108265.95
2216,136360.64
2217,75166.08
2218,93236.96
2219,78308.945
2220,83905.91
2221,316930.66
2222,248050.25
2223,273255.1
2224,216368.89
2225,131612.42
2226,185225.95
2227,201341.66
2228,265983.3
2229,242535.44
2230,168754.3
2231,216401.11
2232,172147.7
2233,178886.22
2234,271299.44
2235,212101.58
2236,302407.28
2237,375158.9
2238,206528.8
2239,126107.84
2240,157920.23
2241,150555.28
2242,135423.2
2243,132830.31
2244,108754.08
2245,104261.984
2246,143410.83
2247,107322.38
2248,129285.17
2249,124108.19
2250,135375.67
2251,132018.98
2252,161181.81
2253,163910.92
2254,183668.73
2255,188869.56
2256,178591.44
2257,212886.06
2258,166241.3
2259,174360.31
2260,157854.06
2261,147128.97
2262,198224.17
2263,329351.72
2264,452288.62
2265,206787.75
2266,316075.84
2267,391962.34
2268,375394.6
2269,162734.17
2270,181191.55
2271,236219.03
2272,186759.56
2273,152428.48
2274,170094.72
2275,176013.95
2276,190379.27
2277,192768.88
2278,161847.14
2279,124022.49
2280,127440.61
2281,186791.14
2282,182961.14
2283,95354.08
2284,114763.66
2285,143680.05
2286,129449.29
2287,348550.28
2288,275968.22
2289,417161.34
2290,450536.25
2291,319363.4
2292,440227.78
2293,481761.66
2294,480618.12
2295,450999
2296,260883.92
2297,320898.94
2298,265467.9
2299,414022.53
2300,333638.53
2301,265998.75
2302,239969.08
2303,261261.55
2304,236927.56
2305,189309.62
2306,192572.95
2307,186863.9
2308,211278.48
2309,285231.03
2310,218783.47
2311,199658.69
2312,178001.6
2313,172652.25
2314,173008.9
2315,170947.64
2316,223771.64
2317,180512.39
2318,178049.22
2319,172772.17
2320,195531.6
2321,264935.1
2322,176374.38
2323,178523.86
2324,177050.89
2325,208552.75
2326,171593.08
2327,212097.9
2328,235241.84
2329,185534.75
2330,176897.7
2331,341427.72
2332,462353.47
2333,322864.94
2334,264906.22
2335,251109.16
2336,337863.25
2337,224129.22
2338,272322.2
2339,231586.38
2340,420265.56
2341,213129.44
2342,244251.22
2343,222901.94
2344,246213.95
2345,203347.81
2346,220359.16
2347,213507.67
2348,236474.08
2349,186360.36
2350,257969.84
2351,231212.62
2352,265435.2
2353,257747.88
2354,139814.52
2355,135587.56
2356,154223.88
2357,190723.83
2358,190969.16
2359,125923.89
2360,121586.37
2361,141109.72
2362,275932.7
2363,145931.8
2364,147093.17
2365,213260.25
2366,198106.77
2367,231034.06
2368,221385.5
2369,236500.61
2370,172661.69
2371,176209.7
2372,183861.64
2373,287449.5
2374,295540.56
2375,267705.03
2376,271237.6
2377,422866.53
2378,131931.14
2379,201039.78
2380,139552.03
2381,152682.39
2382,198203.98
2383,201762.95
2384,250083.7
2385,158371.25
2386,136723.16
2387,129246.15
2388,105269.94
2389,121902.7
2390,142766.58
2391,132009.97
2392,118188.28
2393,169153.4
2394,143098.06
2395,215864.14
2396,136669.27
2397,208539.2
2398,122017.24
2399,82628.81
2400,51075.82
2401,125701.78
2402,142680.86
2403,113061.36
2404,151361.14
2405,171744.2
2406,135733.11
2407,135151.73
2408,139227.83
2409,133481.64
2410,179649.62
2411,120548.4
2412,157557.9
2413,140605.28
2414,139557.5
2415,119086.516
2416,126675.6
2417,132812.6
2418,131516.75
2419,134807.81
2420,125493.28
2421,146750.39
2422,130154.36
2423,133606.05
2424,163212.8
2425,205772.72
2426,91773.984
2427,141463.69
2428,179614.73
2429,113030.83
2430,131185.81
2431,108301.77
2432,145041.3
2433,154125.67
2434,118266.32
2435,149769.53
2436,107988.43
2437,117580.3
2438,130131.53
2439,117164.41
2440,129133.7
2441,108033.414
2442,93046.695
2443,117835.85
2444,123153.164
2445,84363.37
2446,140096.5
2447,165242.72
2448,142695.97
2449,118693.21
2450,155606.61
2451,99016.52
2452,189289.69
2453,95220.72
2454,131207.53
2455,110656.484
2456,138041.25
2457,126597.06
2458,125127.31
2459,112178.22
2460,141188.3
2461,120843.91
2462,126444.76
2463,127745.26
2464,195701.06
2465,135095.64
2466,119537.5
2467,161450.19
2468,83901.2
2469,75474
2470,165475.64
2471,215704.47
2472,184955.9
2473,116535.44
2474,89262.82
2475,211151.17
2476,105014.266
2477,132066.94
2478,145868.61
2479,103392.83
2480,139014.98
2481,109569.17
2482,139440.38
2483,117623.27
2484,129784.72
2485,128704.22
2486,171874.78
2487,144395.69
2488,152711.67
2489,123791.3
2490,174251.67
2491,90763.37
2492,170880.62
2493,137965.3
2494,186700.48
2495,97865.18
2496,248667.39
2497,148380.66
2498,114409.51
2499,98359.01
2500,126326.38
2501,130333.555
2502,155597.03
2503,96995.87
2504,205377.11
2505,216298.2
2506,259069.86
2507,312316.53
2508,257032.4
2509,213928.75
2510,223852.89
2511,175251.12
2512,204824.05
2513,220456.78
2514,222953.33
2515,151736.12
2516,163311.98
2517,141597.92
2518,136772.8
2519,223248.97
2520,209625.52
2521,187794.08
2522,220245
2523,120426.35
2524,143744.44
2525,155956.39
2526,140873.28
2527,112157.31
2528,123583.91
2529,137247.84
2530,125024.07
2531,252345.8
2532,225306.2
2533,206067.19
2534,228456.1
2535,321457.2
2536,220994.31
2537,220459.31
2538,190497.19
2539,180242.56
2540,176849.61
2541,173579.47
2542,163197.88
2543,129330.04
2544,131389.22
2545,121970.53
2546,142608.61
2547,134032.3
2548,156219.66
2549,161683.23
2550,269211.25
2551,146634.39
2552,128270.695
2553,83914.45
2554,121315.86
2555,126060.83
2556,102947.336
2557,113629.73
2558,164594.6
2559,137948
2560,133434.33
2561,134040.36
2562,141018.16
2563,153307.47
2564,179768.08
2565,126609.57
2566,176768.98
2567,125857.22
2568,229250.6
2569,212832.38
2570,124699.59
2571,183446.97
2572,156791.19
2573,233213.66
2574,258724.23
2575,131072.97
2576,128960.5
2577,168912.84
2578,84878.03
2579,70000.61
2580,128526.195
2581,148018.22
2582,128757.99
2583,289012.8
2584,161753.3
2585,178500.81
2586,200060.66
2587,200079.39
2588,162025.47
2589,145889.62
2590,230523.1
2591,204796.36
2592,228833.5
2593,267298.44
2594,189167.73
2595,207554.89
2596,361467.9
2597,184029.44
2598,272074.44
2599,289708.5
2600,165104.12
2601,144150.98
2602,83439
2603,96062.734
2604,80283.11
2605,77363.46
2606,145110.19
2607,161069.83
2608,199489.5
2609,168255.22
2610,123238.59
2611,147005.81
2612,161342.19
2613,121197.375
2614,136308.16
2615,152888.36
2616,145920.22
2617,172852.1
2618,174319.44
2619,217479.66
2620,184917.8
2621,174731
2622,193276.98
2623,254071.23
2624,292763.47
2625,305862.6
2626,165165.58
2627,144823.02
2628,476824.66
2629,520354.72
2630,366592.75
2631,427147.4
2632,491006.62
2633,310427.8
2634,391944.6
2635,161523
2636,184791.1
2637,157049.39
2638,271396.9
2639,192148.61
2640,149755.28
2641,107185.61
2642,195006.02
2643,112595.72
2644,122546.29
2645,99603.68
2646,90179.09
2647,99607.96
2648,145493.56
2649,155723.22
2650,149613.25
2651,146685.6
2652,429365.75
2653,258856.55
2654,249070.84
2655,373292.47
2656,297279.72
2657,299738.44
2658,305141.5
2659,323157.72
2660,330667.12
2661,338673.94
2662,347372.47
2663,292653.56
2664,270533.84
2665,327833.88
2666,297020.75
2667,167206.2
2668,173078.61
2669,175069.61
2670,315344.78
2671,177262.75
2672,187186.86
2673,232724.53
2674,222793.23
2675,154492.3
2676,184318.97
2677,185996.17
2678,266238.34
2679,316072.1
2680,283873.16
2681,451657.44
2682,400192
2683,555103.9
2684,312399.34
2685,407471.5
2686,249310.38
2687,311076.38
2688,211471.73
2689,207484.36
2690,547285
2691,200623.17
2692,120581.58
2693,181464.64
2694,124874.84
2695,191919.75
2696,172091.34
2697,191301.05
2698,204688.05
2699,186967.53
2700,156767.11
2701,146096.42
2702,105921.96
2703,135351.72
2704,145173.02
2705,128598.125
2706,124351.59
2707,126276.91
2708,135305.28
2709,102152.32
2710,132891.55
2711,269923.62
2712,426889.38
2713,164276.83
2714,147792.52
2715,176054.1
2716,153514.75
2717,186376.33
2718,229146.69
2719,150719.73
2720,164046.98
2721,136334.17
2722,159836.34
2723,151095.73
2724,127601.44
2725,138817.42
2726,150021.6
2727,156746.27
2728,163883.39
2729,157481.75
2730,144465.27
2731,127554.086
2732,130867.62
2733,160131.53
2734,149948.47
2735,132530.66
2736,131316.1
2737,121325.53
2738,122687.33
2739,159334.66
2740,149674.88
2741,151574.02
2742,146721.31
2743,157799.39
2744,148506.34
2745,131320.34
2746,143743.19
2747,151615.56
2748,121409.35
2749,141449.33
2750,129036.086
2751,136692.11
2752,173913.3
2753,161853.69
2754,189793.31
2755,127285.86
2756,96986.26
2757,84493.63
2758,92728.65
2759,166388.73
2760,136370.5
2761,156857.08
2762,142749.03
2763,174269.75
2764,155424.12
2765,279243.3
2766,139441.97
2767,92374.79
2768,129256.57
2769,119655.08
2770,140461.08
2771,120243.42
2772,122516.28
2773,156610.6
2774,145124.39
2775,134858.62
2776,150839.89
2777,156271.2
2778,107669.22
2779,117677.125
2780,108129.016
2781,99742.77
2782,82699.35
2783,103264.88
2784,129823.37
2785,155909.4
2786,77831.5
2787,119819.55
2788,84359.875
2789,211466.19
2790,100068.21
2791,114529.12
2792,70328.71
2793,181337.61
2794,113470.91
2795,122471.12
2796,111161.625
2797,214248.56
2798,120333.01
2799,128648.57
2800,65024.453
2801,111502.805
2802,142907.7
2803,139640.19
2804,138196.19
2805,103913.25
2806,82079.5
2807,139043.64
2808,156465.75
2809,142982.02
2810,139647.7
2811,155856.44
2812,140310.2
2813,128846.57
2814,137169.55
2815,114263.45
2816,259790
2817,155198.78
2818,131191.47
2819,169684.27
2820,126686.805
2821,97946.61
2822,197534.56
2823,263964.62
2824,181763.33
2825,168637.05
2826,136651.78
2827,143461.42
2828,223237.45
2829,188733.4
2830,250749.8
2831,185722.3
2832,242661.53
2833,265388.78
2834,208769.31
2835,216074.42
2836,186107.23
2837,158294.12
2838,139397.78
2839,178922.47
2840,201784.84
2841,207724.66
2842,217388.36
2843,150900.86
2844,159528.73
2845,128127.99
2846,215229.28
2847,203069.3
2848,227750.58
2849,213486.17
2850,290962.25
2851,228341.73
2852,238074.92
2853,233617.25
2854,142094.5
2855,207335.9
2856,203753.6
2857,179192.03
2858,184767.81
2859,142366.14
2860,130233.484
2861,111441.695
2862,196510.27
2863,123499.375
2864,261624.81
2865,145889.2
2866,130923.13
2867,100213.4
2868,114681.87
2869,125038.03
2870,145059.03
2871,93285.94
2872,39337.812
2873,105910.75
2874,140980.45
2875,106323.04
2876,145913.6
2877,153053.9
2878,183015.02
2879,135960.25
2880,102805.11
2881,172505.58
2882,178909.28
2883,191754.11
2884,198113.27
2885,197534.92
2886,219084.6
2887,102232.03
2888,132740.84
2889,69750.49
2890,88961.81
2891,125879.625
2892,76394.055
2893,109585.74
2894,76491.29
2895,331219.44
2896,259501.97
2897,207518.92
2898,145575.78
2899,219830.52
2900,169509.4
2901,230404.69
2902,196765.48
2903,364436.44
2904,368784.5
2905,110339.46
2906,209411.08
2907,113925.984
2908,134865.5
2909,119553.47
2910,81830.62
2911,84224.06
2912,156344.83
2913,96588.336
2914,70780.69
2915,79441.625
2916,84898.734
2917,154797.52
2918,114494.35
2919,237886.55
